project_name,listing_title,price,location_zone,bts_mrt,size_sqm,bedrooms,bathrooms,listing_url,post_type,property_type,page_number
Noble Solo,2-BR Condo at Noble Solo close to Thong Lo (ID 510600),"55,000 THB/month","Bangkok, Watthana Bangkok",,104.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-br-condo-at-noble-solo-close-to-thong-lo-id-510600,FOR_RENT,CONDO,5
Lumpini Place Rama IX - Ratchada,"Condo for rent, Lumpini Place Rama 9, near MRT Rama 9, price 14,000 , beautiful room exactly as described, hurry and reserve, don't miss it!!!!!!!🔥🔥","14,000 THB/month","Bangkok, Huai Khwang Bangkok",MRT Rama 9,38.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-lumpini-place-rama-9-near-mrt-rama-9-price-14-000-beautiful-room-exactly-as-described-hurry-and-reserve-don-t-miss-it--ae9109c4,FOR_RENT,CONDO,5
IDEO Sukhumvit - Rama 4,For Rent: Ideo Sukhumvit-Rama 4 Brand new unit with nice view near BTS,"38,000 THB/month","Bangkok, Khlong Toei Bangkok",,66.14,2.0,2.0,https://propertyhub.in.th/en/listings/for-rent-ideo-sukhumvit-rama-4-brand-new-unit-with-nice-view-near-bts--a840096c,FOR_RENT,CONDO,5
Niche Mono Rama 9,"✨Condo for Rent, Ready to Move in at Niche Mono Rama 9 Brand-new unit, fully furnished, great location , central Bangkok.","11,700 THB/month","Bangkok, Huai Khwang Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-ready-to-move-in-at-niche-mono-rama-9-brand-new-unit-fully-furnished-great-location-central-bangkok,FOR_RENT,CONDO,5
Grand Langsuan,3-BR Condo at Grand Langsuan Condominium near BTS Ratchadamri (ID 2818048),"97,000 THB/month","Bangkok, Pathum Wan Bangkok",BTS Ratchadamri (ID 2818048),170.0,3.0,2.0,https://propertyhub.in.th/en/listings/3-br-condo-at-grand-langsuan-condominium-near-bts-ratchadamri-id-2818048--b5f709cd,FOR_RENT,CONDO,5
Niche Mono Rama 9,"✨Condo for Rent, Ready to Move in at Niche Mono Rama 9 Brand-new unit, fully furnished, great location , central Bangkok.","11,700 THB/month","Bangkok, Huai Khwang Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-ready-to-move-in-at-niche-mono-rama-9-brand-new-unit-fully-furnished-great-location-central-bangkok--b52909a5,FOR_RENT,CONDO,5
Ashton Asoke,"Rent Ashton Asoke 1 bedroom 1 bathroom size 35 sq.m. 25,500 baht / month","25,500 THB/month","Bangkok, Watthana Bangkok",,35.0,1.0,1.0,https://propertyhub.in.th/en/listings/rent-ashton-asoke-1-bedroom-1-bathroom-size-35-sq-m-25-500-baht-month--b24409ce,FOR_RENT,CONDO,5
Lumpini Place Rama 3 - Riverine,🌱Condo For Rent Fully furnished Lumpini Place Rama 3 - Riverine Studio,"10,500 THB/month","Bangkok, Yan Nawa Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-fully-furnished-lumpini-place-rama-3-riverine-studio,FOR_RENT,CONDO,5
Lumpini Place Rama IX - Ratchada,LPN place rama9☎️ 1 bed 34 sqm 14500/month‼️ NOW AVAILABLE 🔆✅,"14,500 THB/month","Bangkok, Huai Khwang Bangkok",,34.0,1.0,1.0,https://propertyhub.in.th/en/listings/lpn-place-rama9️-1-bed-34-sqm-14500-month️-now-available,FOR_RENT,CONDO,5
Life Asoke,🔥🔥 For Rent Life Asoke 25 sqm 🔥🔥,"15,000 THB/month","Bangkok, Huai Khwang Bangkok",,25.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-life-asoke-25-sqm--abc80944,FOR_RENT,CONDO,5
IDEO Mobi Bangsue Grand Interchange ,"🌸🌸🌸 SI241102 For rent IdeoMobi Bangsue 1bed high floor,nice decorated,special price!!!","13,000 THB/month","Bangkok, Bang Sue Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/si241102-for-rent-ideomobi-bangsue-1bed-high-floor-nice-decorated-special-price--97f708b9,FOR_RENT,CONDO,5
Nue District R9 Rama 9,🍀Condo Nue District R9 MRT Rama 9 🍀,"17,000 THB/month","Bangkok, Huai Khwang Bangkok",MRT Rama 9 🍀,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-nue-district-r9-mrt-rama-9,FOR_RENT,CONDO,5
Regent Home Sukhumvit 97/1,"🔥Condo for rent near bts on nut 🔥, 📞Call. 0832547765 and 🟢@teenarenthub","8,500 THB/month","Bangkok, Phra Khanong Bangkok",bts on nut 🔥,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-near-bts-on-nut-call-0832547765-and-teenarenthub--b79c09fe,FOR_RENT,CONDO,5
Ashton Silom,"Condo for rent: Ashton Silom, two bedrooms, near BTS Chong Nonsi, 58,000 baht, property code: RS2004","58,000 THB/month","Bangkok, Bang Rak Bangkok",BTS Chong Nonsi,76.0,2.0,2.0,https://propertyhub.in.th/en/listings/condo-for-rent-ashton-silom-two-bedrooms-near-bts-chong-nonsi-58-000-baht-property-code-rs2004--acd80967,FOR_RENT,CONDO,5
Life Asoke,Life asoke for rent good decoration,"16,500 THB/month","Bangkok, Huai Khwang Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/life-asoke-for-rent-good-decoration,FOR_RENT,CONDO,5
IDEO O2,For rent - IDEO O2  2bed. 47sqm.,"20,000 THB/month","Bangkok, Bang Na Bangkok",,47.0,2.0,1.0,https://propertyhub.in.th/en/listings/for-rent-ideo-o2-2bed-47sqm--a9ac0986,FOR_RENT,CONDO,5
FYNN Asoke,"🔥🔥Promotion 20000Baht Only!! FYNN Asoke🌲Brand new room, Ready to movein!!","20,000 THB/month","Bangkok, Khlong Toei Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/promotion-20000baht-only-fynn-asokebrand-new-room-ready-to-movein,FOR_RENT,CONDO,5
The Base Garden Rama 9 ,🔥Best offer for rent🔥 Nice studio unit facing north with swimming pool view at Ideo Mobi Sukhumvit 81,"13,000 THB/month","Bangkok, Bang Kapi Bangkok",,32.67,1.0,1.0,https://propertyhub.in.th/en/listings/best-offer-for-rent-nice-studio-unit-facing-north-with-swimming-pool-view-at-ideo-mobi-sukhumvit-81--b13f09a5,FOR_RENT,CONDO,5
The LINE Asoke - Ratchada,FOR Rent The Line Asoke-Ratchada  Unit 585/281,"18,000 THB/month","Bangkok, Din Daeng Bangkok",,34.75,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-the-line-asoke-ratchada-unit-585-281,FOR_RENT,CONDO,5
C Ekkamai ,Rent condo c ekkamai **15000bath,"15,000 THB/month","Bangkok, Watthana Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/rent-condo-c-ekkamai-15000bath,FOR_RENT,CONDO,5
Metro Sky Bangsue - Prachachuen,FOR Rent Metro Sky Prachachuen Unit 766/245,"12,000 THB/month","Bangkok, Bang Sue Bangkok",,38.0,2.0,1.0,https://propertyhub.in.th/en/listings/for-rent-metro-sky-prachachuen-unit-766-245,FOR_RENT,CONDO,5
Noble Revolve Ratchada,"For Rent Noble Revolve Ratchada 🎉🔥🔥 1bed 27 sq.m.only 16,000","16,000 THB/month","Bangkok, Huai Khwang Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-noble-revolve-ratchada-1bed-27-sq-m-only-16-000,FOR_RENT,CONDO,5
Whizdom Connect Sukhumvit,whizdom connect 101 for rent 15000bath /permonth,"15,000 THB/month","Bangkok, Phra Khanong Bangkok",,29.0,1.0,1.0,https://propertyhub.in.th/en/listings/whizdom-connect-101-for-rent-15000bath-permonth,FOR_RENT,CONDO,5
U Delight Residence  Pattanakarn - Thonglor,"🔔New🔔 For rent, newly renovated room with city view and washing machine at U Delight Residence Pattanakarn-Thonglor","15,500 THB/month","Bangkok, Suan Luang Bangkok",,35.06,1.0,1.0,https://propertyhub.in.th/en/listings/new-for-rent-newly-renovated-room-with-city-view-and-washing-machine-at-u-delight-residence-pattanakarn-thonglor--aa00098d,FOR_RENT,CONDO,7
Lumpini Suite Phetchaburi - Makkasan,"LPN suite phetchaburi makkasan ☎️2 bed 1 bath ‼️only 20,000/month ‼️NOW AVAILABLE 🔆‼️","20,000 THB/month","Bangkok, Ratchathewi Bangkok",,41.0,1.0,1.0,https://propertyhub.in.th/en/listings/lpn-suite-phetchaburi-makkasan-️2-bed-1-bath-️only-20-000-month-️now-available-️,FOR_RENT,CONDO,7
Chapter One Midtown Ladprao 24,✨ 1-Bedroom (Studio) 🚇 Near MRT Lat Phrao💥📲 Line: @homeavenue ⭐HA-54,"12,000 THB/month","Bangkok, Chatuchak Bangkok",MRT Lat Phrao💥📲 Line: @homeavenue ⭐HA-54,26.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bedroom-studio-near-mrt-lat-phrao-line-homeavenue-⭐ha-54,FOR_RENT,CONDO,7
Rich Park @ Triple Station,"🛋️💗 Room with a beautiful view, not hot, ready to move in. 💗🛋️ Rich Park @Triple Station Rama 9 ID: @471ovhib 📲","12,000 THB/month","Bangkok, Suan Luang Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/️-room-with-a-beautiful-view-not-hot-ready-to-move-in-️-rich-park-triple-station-rama-9-id-471ovhib,FOR_RENT,CONDO,7
Q House Condo Sukhumvit 79,"Rent Q House Sukhumvit 79 2 bedroom 1 bathroom size 46 sq.m. 24,500 baht / month","24,500 THB/month","Bangkok, Watthana Bangkok",,46.0,2.0,1.0,https://propertyhub.in.th/en/listings/rent-q-house-sukhumvit-79-2-bedroom-1-bathroom-size-46-sq-m-24-500-baht-month,FOR_RENT,CONDO,7
Life Asoke Hype,"1 Bedroom Plus Condo at Life Asoke Hype with  1 living room, 1 dining room, ready-to-move-in","22,500 THB/month","Bangkok, Ratchathewi Bangkok",,35.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bedroom-plus-condo-at-life-asoke-hype-with-1-living-room-1-dining-room-ready-to-move-in,FOR_RENT,CONDO,7
IDEO Sathorn - Thapra,"🟢Available🟢 Condo for rent: Ideo Sathorn-Tha Phra, 1 large bedroom with separate door.  Fully furnished with appliances,","11,000 THB/month","Bangkok, Thon Buri Bangkok",,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/available-condo-for-rent-ideo-sathorn-tha-phra-1-large-bedroom-with-separate-door-fully-furnished-with-appliances,FOR_RENT,CONDO,7
Life Asoke,🔥🔥 For Rent Life Asoke 30 sqm 🔥🔥,"16,000 THB/month","Bangkok, Huai Khwang Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-life-asoke-30-sqm--9b6d08d8,FOR_RENT,CONDO,7
Regent home bangna,🆙👉 Room For Rent Regent Home Bangna  🔥🔥 The Best Price and Fully Furnished 🔥🔥 Near BTS Bangna !!!,"9,500 THB/month","Bangkok, Bang Na Bangkok",BTS Bangna !!!,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/room-for-rent-regent-home-bangna-the-best-price-and-fully-furnished-near-bts-bangna--b66b0a28,FOR_RENT,CONDO,7
Life Asoke,"Hot Price!! Life Asoke. 29sqm., 33th floor, close MRT rama9, The vibe of the place is amazing. Full furniture for electronic appliances","16,500 THB/month","Bangkok, Huai Khwang Bangkok",MRT rama9,29.0,1.0,1.0,https://propertyhub.in.th/en/listings/hot-price-life-asoke-29sqm-33th-floor-close-mrt-rama9-the-vibe-of-the-place-is-amazing-full-furniture-for-electronic-appliances--af8809cf,FOR_RENT,CONDO,7
Aspire Ngamwongwan,"28 sq m., 25th floor ★ near The Mall Ngamwongwan and Kasetsart University ★ near both the expressway and the Purple Line. ★Aspire Ngamwongwan","10,000 THB/month","Bangkok, Lak Si Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/28-sq-m-25th-floor-near-the-mall-ngamwongwan-and-kasetsart-university-near-both-the-expressway-and-the-purple-line-aspire-ngamwongwan,FOR_RENT,CONDO,7
Life Asoke,🔥🔥 For Rent Life Asoke 36 sqm 🔥🔥,"20,000 THB/month","Bangkok, Huai Khwang Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-life-asoke-36-sqm--b9540a11,FOR_RENT,CONDO,7
Regent home bangna,"Rent  Regent Home Bangna, Build A/B, 12-14th floor, built-in, luxurious throughout the room, open view, very beautiful, rental price 11,000 baht","10,000 THB/month","Bangkok, Bang Na Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/rent-regent-home-bangna-build-a-b-12-14th-floor-built-in-luxurious-throughout-the-room-open-view-very-beautiful-rental-price-11-000-baht,FOR_RENT,CONDO,7
Aspire Rama 4,"🌸🌸🌸 SI030501 For rent Aspire rama4 1Bedroom ,High FL ,nice decorated!!! Near BTS  Ekkamai!!!","12,000 THB/month","Bangkok, Khlong Toei Bangkok",BTS  Ekkamai!!!,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/si030501-for-rent-aspire-rama4-1bedroom-high-fl-nice-decorated-near-bts-ekkamai,FOR_RENT,CONDO,7
IDEO O2,For rent ---1b1b 28sqm. Line: 0982162681,"11,500 THB/month","Bangkok, Bang Na Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-1b1b-28sqm-line-0982162681,FOR_RENT,CONDO,7
Rattanakosin Island,"A newly renovated condo 100% | No Pollution | Thammasat University, Khao San Road 4 km. Direct to owner Line ID : chuch_cha","12,500 THB/month","Bangkok, Bangkok Noi Bangkok",,34.0,1.0,1.0,https://propertyhub.in.th/en/listings/a-newly-renovated-condo-100-no-pollution-thammasat-university-khao-san-road-4-km-direct-to-owner-line-id-chuch_cha--b30009cf,FOR_RENT,CONDO,7
Sathorn Happy Land Tower,Sathorn Suite bts BTS Chong Nonsi Narathiwas Sathorn with bathtub,"17,000 THB/month","Bangkok, Sathon Bangkok",bts BTS Chong Nonsi Narathiwas Sathorn with bathtub,74.0,2.0,2.0,https://propertyhub.in.th/en/listings/sathorn-suite-bts-bts-chong-nonsi-narathiwas-sathorn-with-bathtub,FOR_RENT,CONDO,7
IDEO Charan 70 - Riverview,"🔥🔥Promotion 13000Baht Only!! IDEO Charan 70🌲Brand new room, good view!!","13,000 THB/month","Bangkok, Bang Phlat Bangkok",,32.0,1.0,1.0,https://propertyhub.in.th/en/listings/promotion-13000baht-only-ideo-charan-70brand-new-room-good-view--b2d609d8,FOR_RENT,CONDO,7
Nue Noble Ratchada - Lat Phrao,"🔥🔥Promotion 22000Baht Only!! Nue Noble Ratchada - Lat Phrao🌲Brand new room, beautiful City view!!","22,000 THB/month","Bangkok, Chatuchak Bangkok",,52.0,2.0,2.0,https://propertyhub.in.th/en/listings/promotion-22000baht-only-nue-noble-ratchada-lat-phraobrand-new-room-beautiful-city-view,FOR_RENT,CONDO,7
Rhythm Asoke II,RHYTHM ASOKE 2 FOR RENT 15000 B. fully furnished,"15,000 THB/month","Bangkok, Huai Khwang Bangkok",,28.0,1.0,1.0,https://propertyhub.in.th/en/listings/rhythm-asoke-2-for-rent-15000-b-fully-furnished,FOR_RENT,CONDO,7
XT EKKAMAI,"Condo at XT Ekkamai, 2 bedrooms, 2 bathrooms,  32nd Floor, beautifully decorated room,  ready-to-move-in","32,000 THB/month","Bangkok, Watthana Bangkok",,46.5,2.0,2.0,https://propertyhub.in.th/en/listings/condo-at-xt-ekkamai-2-bedrooms-2-bathrooms-32nd-floor-beautifully-decorated-room-ready-to-move-in,FOR_RENT,CONDO,7
COCOON RAMA 9,"Hot Deal! Spacious 2-Bedroom Condo in Rama 9 (42 sqm) – Near Yellow Line & Airport Rail Link, Easy Access to the City","20,000 THB/month","Bangkok, Suan Luang Bangkok",,42.0,2.0,1.0,https://propertyhub.in.th/en/listings/hot-deal-spacious-2-bedroom-condo-in-rama-9-42-sqm-near-yellow-line-airport-rail-link-easy-access-to-the-city,FOR_RENT,CONDO,7
Chapter One Eco Ratchada - Huai Khwang ,For rent Chapter one eco Huai Khwang,"10,000 THB/month","Bangkok, Huai Khwang Bangkok",,23.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-chapter-one-eco-huai-khwang--a9940957,FOR_RENT,CONDO,7
The Room Sathorn - Taksin,***Condo for rent : The Room Sathorn-Taksin ***,"18,000 THB/month","Bangkok, Thon Buri Bangkok",,46.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-the-room-sathorn-taksin--9da108ca,FOR_RENT,CONDO,7
Lumpini Place Rama 3 - Riverine,1 bed room Lumpini Place Rama III-Riverine,"11,000 THB/month","Bangkok, Yan Nawa Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/1-bed-room-lumpini-place-rama-iii-riverine,FOR_RENT,CONDO,7
Aspen Condo Lasalle Phase C,Aspen Condo LaSalle Aspen Condo LaSalle,"13,000 THB/month","Bangkok, Bang Na Bangkok",,36.0,1.0,1.0,https://propertyhub.in.th/en/listings/aspen-condo-lasalle-aspen-condo-lasalle--a9ba093c,FOR_RENT,CONDO,7
The Base Park West Sukhumvit 77,Hot Price for rent The Base Park West Sukhumvit 77 🔥,"10,000 THB/month","Bangkok, Watthana Bangkok",,26.0,1.0,1.0,https://propertyhub.in.th/en/listings/hot-price-for-rent-the-base-park-west-sukhumvit-77--aa420939,FOR_RENT,CONDO,7
Rhythm Ratchada - Huai Khwang,"For rent Rhythm Ratchada - Huai Khwang 🔅🎉 1 bed 45 sq.m only 21,000","21,000 THB/month","Bangkok, Din Daeng Bangkok",,45.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-rhythm-ratchada-huai-khwang-1-bed-45-sq-m-only-21-000,FOR_RENT,CONDO,7
The Collect Ratchada 32,The Collect Ratchada 32 The Collect Ratchada 32,"14,000 THB/month","Bangkok, Chatuchak Bangkok",,29.0,1.0,1.0,https://propertyhub.in.th/en/listings/the-collect-ratchada-32-the-collect-ratchada-32--ae200987,FOR_RENT,CONDO,7
Thru Thonglor,Room For Rent Thru Thonglor Condo 1BR 13500 baht FL.30 Near BTS MRT ARL,"13,500 THB/month","Bangkok, Huai Khwang Bangkok",BTS MRT ARL,31.0,1.0,1.0,https://propertyhub.in.th/en/listings/room-for-rent-thru-thonglor-condo-1br-13500-baht-fl-30-near-bts-mrt-arl,FOR_RENT,CONDO,7
Supalai Wellington,"Condo for rent near Ratchada Huaikwang MRT Cultural Center: Supalai Wellington I: 1 bedroom, size up to 47 cm. Sq m., fully furnished,","18,000 THB/month","Bangkok, Huai Khwang Bangkok",MRT Cultural Center: Supalai Wellington I: 1 bedroom,47.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-near-ratchada-huaikwang-mrt-cultural-center-supalai-wellington-i-1-bedroom-size-up-to-47-cm-sq-m-fully-furnished--b7db09fd,FOR_RENT,CONDO,7
The Tree Sukhumvit 71 - Ekamai,"For rent 💥 The tree sukhumvit 71 💥 Beautiful room, ready to move in, beautifully decorated, fully furnished.","13,500 THB/month","Bangkok, Suan Luang Bangkok",,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-the-tree-sukhumvit-71-beautiful-room-ready-to-move-in-beautifully-decorated-fully-furnished--a63e0977,FOR_RENT,CONDO,7
The Link Sukhumvit 50,Condo for Rent Near BTS Onnnut 400 M.,"13,500 THB/month","Bangkok, Khlong Toei Bangkok",BTS Onnnut 400 M.,38.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-near-bts-onnnut-400-m--9b0308c4,FOR_RENT,CONDO,7
Nue Noble Ratchada - Lat Phrao,"🔥🔥Promotion 14000Baht Only!! Nue Noble Ratchada - Lat Phrao🌲Brand new room, beautiful City view!!","14,000 THB/month","Bangkok, Chatuchak Bangkok",,26.0,1.0,1.0,https://propertyhub.in.th/en/listings/promotion-14000baht-only-nue-noble-ratchada-lat-phraobrand-new-room-beautiful-city-view,FOR_RENT,CONDO,7
Supalai Veranda Rama 9,Condo for rent near MRT Rama 9: Supalai Veranda Rama 9: 1 bedroom | Size 37 sq m. | Near KPN Towe only 400 meters,"15,000 THB/month","Bangkok, Huai Khwang Bangkok",MRT Rama 9: Supalai Veranda Rama 9: 1 bedroom,37.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-near-mrt-rama-9-supalai-veranda-rama-9-1-bedroom-size-37-sq-m-near-kpn-towe-only-400-meters,FOR_RENT,CONDO,7
Wish Signature  Midtown Siam,"Wish Signature Midtown Siam : 48sq m, 23rd floor, two bedroom, 400 meters walk to Paragon, BTS Phaya Thai, near BTS Ratchathewi, private lift","36,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Phaya Thai,48.0,2.0,1.0,https://propertyhub.in.th/en/listings/wish-signature-midtown-siam-48sq-m-23rd-floor-two-bedroom-400-meters-walk-to-paragon-bts-phaya-thai-near-bts-ratchathewi-private-lift--a2c50945,FOR_RENT,CONDO,7
Culture Chula,"eady to move in! Culture Chula, near BTS Saladaeng, complete with electrical appliances, Dupex room type.","30,000 THB/month","Bangkok, Bang Rak Bangkok",BTS Saladaeng,42.0,1.0,1.0,https://propertyhub.in.th/en/listings/eady-to-move-in-culture-chula-near-bts-saladaeng-complete-with-electrical-appliances-dupex-room-type,FOR_RENT,CONDO,7
Life Asoke,🔥🔥 For Rent Life Asoke 55 sqm 🔥🔥,"30,000 THB/month","Bangkok, Huai Khwang Bangkok",,55.0,2.0,2.0,https://propertyhub.in.th/en/listings/for-rent-life-asoke-55-sqm--b274099e,FOR_RENT,CONDO,7
Knightsbridge Prime Ratchayothin,*** Condo for rent : Knights Bridge Prime Ratchayothin ***,"18,000 THB/month","Bangkok, Chatuchak Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-knights-bridge-prime-ratchayothin--a390090c,FOR_RENT,CONDO,7
Life Sathorn Sierra,*** (2 bedrooms) Condo for rent: Life Sathorn Sierra (Life sathorn sierra) ***,"29,000 THB/month","Bangkok, Thon Buri Bangkok",,58.0,2.0,2.0,https://propertyhub.in.th/en/listings/2-bedrooms-condo-for-rent-life-sathorn-sierra-life-sathorn-sierra,FOR_RENT,CONDO,7
THE LINE Sukhumvit 101,"For rent The Line Sukhumvit 101 🎉🔥 1bed 27 sq.m only 17,000","17,000 THB/month","Bangkok, Phra Khanong Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-the-line-sukhumvit-101-1bed-27-sq-m-only-17-000--ab5d0925,FOR_RENT,CONDO,7
Q House Condo Sukhumvit 79,"Rent Q House Sukhumvit 79 1 bedroom 1 bathroom size 30 sq.m. 15,500 baht / month","15,500 THB/month","Bangkok, Watthana Bangkok",,60.0,2.0,2.0,https://propertyhub.in.th/en/listings/rent-q-house-sukhumvit-79-1-bedroom-1-bathroom-size-30-sq-m-15-500-baht-month--b3b3094f,FOR_RENT,CONDO,7
Rhythm  Ratchada,Highlight✨ 1 Bed 🚇 Near MRT Ratchadaphisek💥📲 Line: @homeavenue ⭐HA-1231,"17,500 THB/month","Bangkok, Huai Khwang Bangkok",MRT Ratchadaphisek💥📲 Line: @homeavenue ⭐HA-1231,46.5,1.0,1.0,https://propertyhub.in.th/en/listings/highlight-1-bed-near-mrt-ratchadaphisek-line-homeavenue-⭐ha-1231,FOR_RENT,CONDO,7
The Rich Rama 9 - Srinakarin,Airport Link Huamark condominium rental is convenient for travelling,"14,000 THB/month","Bangkok, Suan Luang Bangkok",,27.0,1.0,1.0,https://propertyhub.in.th/en/listings/airport-link-huamark-condominium-rental-is-convenient-for-travelling--a0e5090c,FOR_RENT,CONDO,7
The Base Sukhumvit 77,"13,000 The Base Sukhumvit 77 BTS Onnut contact line:katk03","13,000 THB/month","Bangkok, Watthana Bangkok",BTS Onnut contact line:katk03,30.0,1.0,1.0,https://propertyhub.in.th/en/listings/13-000-the-base-sukhumvit-77-bts-onnut-contact-line-katk03--b0ac09d0,FOR_RENT,CONDO,7
XT PHAYATHAI,For rent XT Phayathai 🍁 XT Phayathai  🍁 next to BTS Phayathai,"27,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Phayathai,49.0,1.0,1.0,https://propertyhub.in.th/en/listings/for-rent-xt-phayathai-xt-phayathai-next-to-bts-phayathai,FOR_RENT,CONDO,7
XT PHAYATHAI,XT Phayathai 🍁 (XT PHAYATHAI) near BTS Phayathai 🍁 call 095-2465879,"22,000 THB/month","Bangkok, Ratchathewi Bangkok",BTS Phayathai 🍁 call 095-2465879,42.0,1.0,1.0,https://propertyhub.in.th/en/listings/xt-phayathai-xt-phayathai-near-bts-phayathai-call-095-2465879--a99e092c,FOR_RENT,CONDO,7
IDEO Mobi Charan - Interchange,*** (2 bedrooms) Condo for rent : Ideo Mobi Charan-Interchange ***,"19,500 THB/month","Bangkok, Bangkok Noi Bangkok",,45.0,2.0,1.0,https://propertyhub.in.th/en/listings/2-bedrooms-condo-for-rent-ideo-mobi-charan-interchange--a50f092f,FOR_RENT,CONDO,7
Nara 9,"Condo for rent in the heart of business, near BTS Chong Nonsi | Nara 9 : Nara Nine | Fully furnished, ready to move in, near Bangkok City Tower","23,000 THB/month","Bangkok, Sathon Bangkok",BTS Chong Nonsi,39.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-in-the-heart-of-business-near-bts-chong-nonsi-nara-9-nara-nine-fully-furnished-ready-to-move-in-near-bangkok-city-tower,FOR_RENT,CONDO,7
Lumpini Suite Phetchaburi - Makkasan,🔥🔥Promotion 21000Bhat!! Lumpini Suite Phetchaburi - Makkasan🌲good view and 6months contract accepted!!,"21,000 THB/month","Bangkok, Ratchathewi Bangkok",,42.0,2.0,1.0,https://propertyhub.in.th/en/listings/promotion-21000bhat-lumpini-suite-phetchaburi-makkasangood-view-and-6months-contract-accepted,FOR_RENT,CONDO,7
59 Heritage ,🌸🌸🌸No.SI21110602 For rent:59Heritage1bedroom nice room!!!Near BTS Thonglor Ekkamai!!!,"18,000 THB/month","Bangkok, Watthana Bangkok",BTS Thonglor Ekkamai!!!,35.72,1.0,1.0,https://propertyhub.in.th/en/listings/no-si21110602-for-rent-59heritage1bedroom-nice-room-near-bts-thonglor-ekkamai,FOR_RENT,CONDO,7
The President Sukhumvit,"Rent The President Sukhumvit 81 2 bedroom 1 bathroom size 46 sq.m. 20,000 baht / month","20,000 THB/month","Bangkok, Phra Khanong Bangkok",,46.0,2.0,1.0,https://propertyhub.in.th/en/listings/rent-the-president-sukhumvit-81-2-bedroom-1-bathroom-size-46-sq-m-20-000-baht-month--a86a0926,FOR_RENT,CONDO,7
Life Ratchadapisek,"WS7624 🏙✨ Condo for rent: Life Ratchadapisek, near MRT Ratchadapisek, only 16,000 baht/month.","16,000 THB/month","Bangkok, Din Daeng Bangkok",MRT Ratchadapisek,32.0,1.0,1.0,https://propertyhub.in.th/en/listings/ws7624-condo-for-rent-life-ratchadapisek-near-mrt-ratchadapisek-only-16-000-baht-month,FOR_RENT,CONDO,7
WYNE Sukhumvit,"🔔New🔔 For rent, nice room facing southeast at Wyne by Sansiri","18,000 THB/month","Bangkok, Watthana Bangkok",,35.0,1.0,1.0,https://propertyhub.in.th/en/listings/new-for-rent-nice-room-facing-southeast-at-wyne-by-sansiri--b1af09f3,FOR_RENT,CONDO,7
Noble Revolve Ratchada,Condo for rent : Noble Revolve Ratchada1 1 Bedroom High floor Fully furnished Built-in furniture near MRT Cultural Centre,"16,000 THB/month","Bangkok, Huai Khwang Bangkok",MRT Cultural Centre,26.0,1.0,1.0,https://propertyhub.in.th/en/listings/condo-for-rent-noble-revolve-ratchada1-1-bedroom-high-floor-fully-furnished-built-in-furniture-near-mrt-cultural-centre,FOR_RENT,CONDO,7
